pathway,pcc,r2,mae,mae_raw,r2_raw
Oxidative_Phosphorylation,0.7590233,0.5232464,0.30594304,719.4661865234375,0.5232464075088501
MYC_Targets,0.6933883,0.32859266,0.34528708,1050.967529296875,0.3285926580429077
mTOR_Signaling,0.67614096,0.4083448,0.36998522,674.6421508789062,0.4083448052406311
Fibrosis,0.6640556,0.016846478,0.5639191,1630.478759765625,0.01684647798538208
G2M_Checkpoint,0.64271283,-0.2562076,0.7956489,1981.8994140625,-0.25620758533477783
ECM_Organization,0.63655144,0.06466955,0.51196766,1667.6771240234375,0.06466954946517944
tls,0.6236393,0.32067072,0.58288765,1184.34619140625,0.3206707239151001
E2F_Targets,0.6009242,0.11450279,0.5157913,1169.3731689453125,0.11450278759002686
Mitotic_Spindle,0.58979404,-0.36237633,0.81866294,1749.131591796875,-0.36237633228302
Wound_Healing,0.5810217,-0.03848648,0.48132142,1054.056396484375,-0.038486480712890625
Angiogenesis,0.5731654,0.107946455,0.7079485,1451.6759033203125,0.10794645547866821
Glycolysis,0.57273966,-0.15566385,0.5610238,916.7296142578125,-0.1556638479232788
IL6_JAK_STAT3,0.5662714,0.12862861,0.45784026,882.4765014648438,0.12862861156463623
emt,0.5528685,0.05379218,0.49336022,1007.7715454101562,0.05379217863082886
Unfolded_Protein_Response,0.54580545,0.16983229,0.4893125,933.532470703125,0.1698322892189026
P53_Pathway,0.5284016,0.036509752,0.56950754,1000.16015625,0.03650975227355957
DNA_Damage_Response,0.47290695,-0.21468031,0.6804621,1116.3095703125,-0.21468031406402588
Coagulation,0.44676337,-0.0921638,0.60223633,635.2627563476562,-0.0921638011932373
Reactive_Oxygen_Species,0.4433483,-0.28899992,0.72533965,789.4862670898438,-0.28899991512298584
mhc,0.44116235,0.15474021,0.2345637,415.63604736328125,0.15474021434783936
Apoptosis,0.41564038,0.17022336,0.4357889,715.030517578125,0.17022335529327393
tgfb,0.40918565,0.031918645,0.5197564,881.08154296875,0.03191864490509033
Inflammatory_Response,0.39456666,0.116735876,0.6552486,1468.2789306640625,0.11673587560653687
hypoxia,0.34443456,0.095194936,0.48428643,1090.565673828125,0.09519493579864502
TNF_Signaling,0.3243485,0.08426875,0.46041328,1077.0369873046875,0.08426874876022339
Complement,0.3204356,-1.3444433,0.99868447,1937.0867919921875,-1.3444433212280273
toxic,0.2615461,0.06809324,0.6901555,1692.9957275390625,0.06809324026107788
Interferon_Alpha,0.17461918,-1.1111617,0.72550404,1410.2587890625,-1.111161708831787
icp,0.1505517,-0.120913625,0.8439692,1603.6201171875,-0.12091362476348877
ifng,0.05192104,-0.1564424,0.53970563,1699.7784423828125,-0.15644240379333496
